GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37
8600000US12035,12035,ZCTA5 12035,497,148,87,67,245,125,102,50,31,19,32,23,480,148,87,67,235,124,98,50,28,19,32,23,10,11,0,11,10,11,0,11,0,11,0,11,7,9,0,11,0,11,4,5,3,4,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US12036,12036,ZCTA5 12036,205,70,33,23,110,58,28,23,17,19,17,13,172,49,33,23,77,27,28,23,17,19,17,13,33,52,0,11,33,52,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US12037,12037,ZCTA5 12037,3282,342,264,81,998,231,931,164,478,115,611,179,3091,353,261,80,950,234,890,163,448,113,542,163,94,51,3,7,48,40,31,29,6,11,6,9,42,36,0,11,0,11,3,5,12,17,27,30,31,21,0,11,0,11,7,8,12,11,12,12,24,39,0,11,0,11,0,11,0,11,24,39
8600000US12040,12040,ZCTA5 12040,92,48,13,20,55,29,16,13,5,8,3,6,82,49,13,20,50,30,16,13,0,11,3,6,10,18,0,11,5,9,0,11,5,8,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US12041,12041,ZCTA5 12041,421,133,37,48,232,105,78,41,8,13,66,29,421,133,37,48,232,105,78,41,8,13,66,29,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US12042,12042,ZCTA5 12042,187,71,0,11,65,43,83,45,14,16,25,24,187,71,0,11,65,43,83,45,14,16,25,24,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US12043,12043,ZCTA5 12043,5019,292,555,150,1692,242,1445,199,788,173,539,165,4253,299,485,146,1407,238,1176,184,672,139,513,161,512,202,43,36,211,96,169,82,89,78,0,16,188,97,14,13,74,56,47,34,27,37,26,38,66,62,13,20,0,16,53,59,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16
8600000US12045,12045,ZCTA5 12045,347,140,46,41,130,102,159,95,12,21,0,11,347,140,46,41,130,102,159,95,12,21,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US12046,12046,ZCTA5 12046,637,127,58,59,209,93,198,73,145,75,27,30,600,122,58,59,192,82,188,72,135,75,27,30,20,31,0,11,0,11,10,16,10,16,0,11,17,23,0,11,17,23,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US12047,12047,ZCTA5 12047,14834,495,1660,211,4843,356,4255,415,2552,352,1524,258,12636,493,1463,209,4172,352,3718,399,2057,334,1226,227,1047,223,79,63,355,114,313,117,169,84,131,76,784,221,33,30,258,105,157,83,234,125,102,65,335,152,64,66,58,44,56,54,92,66,65,51,32,38,21,34,0,21,11,17,0,21,0,21
8600000US12051,12051,ZCTA5 12051,4271,239,1354,196,1372,231,895,163,389,106,261,96,4110,228,1328,191,1303,230,837,164,381,106,261,96,82,68,23,38,36,48,23,27,0,16,0,16,73,66,3,7,33,54,29,27,8,13,0,16,6,10,0,16,0,16,6,10,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16
8600000US12052,12052,ZCTA5 12052,1295,170,67,37,485,101,377,89,232,95,134,60,1197,167,67,37,462,99,329,85,221,95,118,46,42,36,0,11,23,24,19,21,0,11,0,11,30,29,0,11,0,11,24,28,6,9,0,11,10,15,0,11,0,11,5,8,5,7,0,11,16,24,0,11,0,11,0,11,0,11,16,24
8600000US12053,12053,ZCTA5 12053,3322,448,242,108,1170,331,1096,249,461,175,353,119,3232,452,239,109,1095,324,1094,249,455,175,349,118,15,16,3,4,10,13,2,4,0,11,0,11,27,27,0,11,17,21,0,11,6,9,4,6,48,71,0,11,48,71,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US12054,12054,ZCTA5 12054,11702,486,305,130,1207,244,2273,344,3464,419,4453,442,10509,492,248,107,1047,224,2092,329,2967,383,4155,426,539,181,0,18,106,55,94,62,227,125,112,85,407,165,3,7,51,49,67,53,166,110,120,93,120,89,0,18,0,18,0,18,67,66,53,48,127,102,54,73,3,7,20,31,37,59,13,23
8600000US12056,12056,ZCTA5 12056,1576,368,95,61,518,182,407,167,332,146,224,89,1529,369,95,61,484,182,407,167,319,145,224,89,20,23,0,11,20,23,0,11,0,11,0,11,27,32,0,11,14,23,0,11,13,21,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US12057,12057,ZCTA5 12057,1585,231,118,77,704,173,553,124,144,67,66,49,1490,246,100,72,697,176,483,121,144,67,66,49,18,28,18,28,0,11,0,11,0,11,0,11,44,54,0,11,0,11,44,54,0,11,0,11,33,38,0,11,7,11,26,32,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US12058,12058,ZCTA5 12058,1125,274,52,45,456,217,369,174,139,71,109,52,1105,276,52,45,456,217,366,174,133,70,98,51,0,11,0,11,0,11,0,11,0,11,0,11,3,6,0,11,0,11,3,6,0,11,0,11,17,19,0,11,0,11,0,11,6,10,11,17,0,11,0,11,0,11,0,11,0,11,0,11
8600000US12059,12059,ZCTA5 12059,1239,142,45,22,437,94,358,74,225,64,174,42,1196,140,40,21,422,93,352,73,219,63,163,44,16,18,0,11,5,8,0,11,0,11,11,12,22,19,5,7,5,8,6,8,6,9,0,11,5,9,0,11,5,9,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US12060,12060,ZCTA5 12060,1137,131,26,16,233,62,407,107,183,56,288,81,1047,131,26,16,209,49,396,104,173,56,243,64,30,34,0,11,24,33,0,11,0,11,6,8,32,45,0,11,0,11,0,11,0,11,32,45,28,22,0,11,0,11,11,17,10,11,7,10,0,11,0,11,0,11,0,11,0,11,0,11
8600000US12061,12061,ZCTA5 12061,6753,513,256,102,1462,285,1919,293,1526,257,1590,250,6207,584,249,100,1291,284,1708,300,1438,257,1521,245,257,139,0,16,41,39,147,89,33,35,36,55,107,71,7,13,40,41,16,26,31,35,13,22,129,109,0,16,71,86,38,43,0,16,20,32,53,70,0,16,19,30,10,16,24,37,0,16
8600000US12062,12062,ZCTA5 12062,1177,175,54,29,527,154,355,85,102,40,139,56,1120,172,48,30,523,153,326,80,98,40,125,53,36,32,4,5,2,3,14,16,2,3,14,15,12,13,0,11,0,11,10,12,2,4,0,11,9,11,2,4,2,3,5,9,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US12063,12063,ZCTA5 12063,262,123,0,11,38,44,99,75,62,41,63,58,201,98,0,11,38,44,62,58,48,33,53,54,51,65,0,11,0,11,37,46,14,26,0,11,10,17,0,11,0,11,0,11,0,11,10,17,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US12064,12064,ZCTA5 12064,338,91,61,53,158,73,71,36,31,29,17,18,310,90,61,53,146,73,55,35,31,29,17,18,23,35,0,11,12,18,11,16,0,11,0,11,5,8,0,11,0,11,5,8,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US12065,12065,ZCTA5 12065,30151,635,1354,333,4981,462,8465,530,8676,595,6675,588,25966,687,1063,310,4420,460,7229,506,7311,503,5943,549,1751,391,67,74,289,117,650,227,490,176,255,134,1280,318,134,95,159,111,312,119,403,179,272,130,783,228,17,26,37,42,274,118,308,138,147,88,371,179,73,62,76,77,0,24,164,117,58,77
8600000US12066,12066,ZCTA5 12066,1341,208,81,37,507,107,536,125,141,63,76,32,1235,209,79,37,465,107,491,123,124,59,76,32,41,27,0,11,24,22,8,8,9,13,0,11,46,32,2,4,18,15,18,19,8,14,0,11,19,23,0,11,0,11,19,23,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US12067,12067,ZCTA5 12067,1112,202,31,27,412,120,336,149,137,62,196,92,1031,194,31,27,349,117,318,144,137,62,196,92,81,56,0,11,63,53,18,29,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US12068,12068,ZCTA5 12068,2060,187,246,98,729,133,692,122,229,90,164,81,1876,158,154,67,690,132,686,122,182,74,164,81,51,42,35,37,13,13,3,4,0,11,0,11,130,116,57,64,26,24,0,11,47,54,0,11,3,5,0,11,0,11,3,5,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US12069,12069,ZCTA5 12069,85,61,4,8,28,31,47,38,0,11,6,8,85,61,4,8,28,31,47,38,0,11,6,8,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US12070,12070,ZCTA5 12070,1123,224,119,101,327,93,411,126,122,58,144,89,1019,218,100,97,291,91,371,123,113,57,144,89,42,29,9,14,8,14,18,18,7,12,0,11,39,40,0,11,28,35,9,11,2,4,0,11,23,30,10,16,0,11,13,15,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US12071,12071,ZCTA5 12071,235,89,38,42,69,34,96,52,32,24,0,11,232,89,38,42,69,34,93,51,32,24,0,11,1,3,0,11,0,11,1,3,0,11,0,11,2,5,0,11,0,11,2,5,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US12072,12072,ZCTA5 12072,1738,131,282,73,632,80,537,92,204,66,83,34,1486,125,210,59,561,70,444,80,198,65,73,32,112,52,32,40,53,33,27,20,0,11,0,11,134,67,40,33,18,22,66,37,0,11,10,10,6,8,0,11,0,11,0,11,6,8,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US12074,12074,ZCTA5 12074,2154,189,174,63,658,112,613,123,441,85,268,81,2043,195,174,63,618,114,572,117,419,90,260,80,44,34,0,11,25,25,13,13,6,11,0,11,64,44,0,11,15,18,25,22,16,16,8,13,3,6,0,11,0,11,3,6,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US12075,12075,ZCTA5 12075,2358,328,229,92,718,234,683,185,419,151,309,125,2208,328,204,79,703,235,609,155,390,143,302,126,35,47,0,11,0,11,6,9,29,46,0,11,25,31,4,7,15,29,3,4,0,11,3,4,69,73,0,11,0,11,65,73,0,11,4,5,21,23,21,23,0,11,0,11,0,11,0,11
8600000US12076,12076,ZCTA5 12076,1188,130,115,35,502,76,364,70,98,25,109,30,1070,114,101,33,450,68,315,60,98,25,106,29,51,44,4,5,23,30,21,29,0,11,3,5,42,20,10,12,16,10,16,10,0,11,0,11,25,24,0,11,13,21,12,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US12077,12077,ZCTA5 12077,4596,393,179,110,835,233,1092,256,997,175,1493,227,3896,371,123,87,628,196,834,235,916,181,1395,223,198,137,0,16,22,24,112,113,31,29,33,38,308,177,56,62,125,151,99,58,14,23,14,24,194,157,0,16,60,74,47,62,36,41,51,51,0,16,0,16,0,16,0,16,0,16,0,16
8600000US12078,12078,ZCTA5 12078,16674,395,2662,375,6065,473,5447,450,1237,177,1263,220,15089,433,2290,337,5553,438,4894,426,1197,176,1155,206,1050,210,300,108,357,114,365,110,10,15,18,22,442,197,72,58,127,88,161,118,12,17,70,60,75,57,0,21,28,43,27,22,0,21,20,32,18,20,0,21,0,21,0,21,18,20,0,21
8600000US12083,12083,ZCTA5 12083,2647,253,228,127,937,211,890,139,384,119,208,78,2632,254,227,127,935,211,879,140,384,119,207,78,9,14,0,11,0,11,9,14,0,11,0,11,5,8,1,3,2,5,1,3,0,11,1,3,1,3,0,11,0,11,1,3,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US12084,12084,ZCTA5 12084,3194,344,68,43,504,159,790,228,810,196,1022,197,2612,336,39,33,429,145,703,240,659,192,782,160,367,145,14,21,35,25,83,55,48,43,187,119,21,27,0,11,1,4,4,8,16,26,0,11,102,67,0,11,0,11,0,11,56,48,46,39,92,78,15,16,39,61,0,11,31,29,7,11
8600000US12085,12085,ZCTA5 12085,280,109,5,10,91,44,128,72,50,38,6,11,214,108,5,10,55,41,112,67,36,34,6,11,23,30,0,11,23,30,0,11,0,11,0,11,17,18,0,11,5,10,4,9,8,13,0,11,6,13,0,11,0,11,0,11,6,13,0,11,20,32,0,11,8,13,12,19,0,11,0,11
8600000US12086,12086,ZCTA5 12086,1201,199,66,42,333,109,519,147,154,70,129,56,1183,199,66,42,322,107,519,147,154,70,122,56,11,17,0,11,11,17,0,11,0,11,0,11,7,11,0,11,0,11,0,11,0,11,7,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US12087,12087,ZCTA5 12087,717,166,30,23,405,159,239,125,18,19,25,29,701,165,30,23,397,158,231,124,18,19,25,29,16,24,0,11,8,12,8,12,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US12089,12089,ZCTA5 12089,122,80,8,13,0,11,52,72,62,96,0,11,122,80,8,13,0,11,52,72,62,96,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US12090,12090,ZCTA5 12090,4196,248,233,91,1613,222,1421,244,769,226,160,64,3542,295,146,67,1295,203,1223,232,730,224,148,59,414,144,42,39,185,90,164,108,11,13,12,20,122,76,45,65,64,68,0,16,13,20,0,16,113,81,0,16,69,60,29,44,15,27,0,16,5,9,0,16,0,16,5,9,0,16,0,16
8600000US12092,12092,ZCTA5 12092,540,157,27,29,306,128,120,61,60,46,27,34,471,158,27,29,279,132,95,54,60,46,10,19,19,26,0,11,12,21,7,10,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,50,54,0,11,15,22,18,23,0,11,17,27,0,11,0,11,0,11,0,11,0,11,0,11
8600000US12093,12093,ZCTA5 12093,1213,131,206,59,434,75,360,75,114,34,99,32,1174,124,206,59,416,68,352,74,110,34,90,32,4,5,0,11,0,11,4,5,0,11,0,11,30,22,0,11,13,18,4,6,4,5,9,7,0,11,0,11,0,11,0,11,0,11,0,11,5,6,0,11,5,6,0,11,0,11,0,11
8600000US12094,12094,ZCTA5 12094,1610,288,114,88,528,233,578,184,229,105,161,111,1542,284,114,88,514,232,527,174,229,105,158,110,0,11,0,11,0,11,0,11,0,11,0,11,68,72,0,11,14,22,51,61,0,11,3,6,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US12095,12095,ZCTA5 12095,8637,382,1038,261,2916,339,2721,303,1168,238,794,207,7265,438,847,230,2443,329,2432,326,887,183,656,203,728,299,122,86,238,138,205,128,120,92,43,36,444,174,44,33,213,105,65,52,52,52,70,75,150,110,1,3,4,5,19,16,101,105,25,30,50,42,24,37,18,30,0,18,8,15,0,18
8600000US12106,12106,ZCTA5 12106,1875,257,72,34,468,133,485,104,461,112,389,107,1688,241,57,35,412,112,416,96,422,105,381,107,126,72,11,17,48,40,42,32,20,23,5,7,32,27,0,11,4,6,25,23,3,6,0,11,29,22,4,6,4,8,2,5,16,14,3,5,0,11,0,11,0,11,0,11,0,11,0,11
8600000US12108,12108,ZCTA5 12108,186,54,9,6,57,31,81,32,24,22,15,11,184,54,8,6,56,32,81,32,24,22,15,11,0,11,0,11,0,11,0,11,0,11,0,11,2,2,1,2,1,2,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US12110,12110,ZCTA5 12110,14463,659,817,196,3484,386,4229,429,3143,370,2790,397,12681,660,594,174,2974,369,3744,386,2805,371,2564,375,948,323,112,58,365,99,220,131,134,71,117,91,500,155,30,33,121,64,121,99,165,87,63,55,282,104,81,72,24,31,144,73,11,13,22,20,52,56,0,21,0,21,0,21,28,43,24,40
8600000US12115,12115,ZCTA5 12115,130,88,0,11,8,15,50,44,42,39,30,37,126,86,0,11,4,7,50,44,42,39,30,37,0,11,0,11,0,11,0,11,0,11,0,11,4,7,0,11,4,7,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US12116,12116,ZCTA5 12116,1519,159,140,58,625,120,456,98,183,58,115,51,1429,162,134,58,579,127,423,99,183,58,110,51,90,83,6,8,46,42,33,41,0,11,5,7,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US12117,12117,ZCTA5 12117,2451,228,229,107,830,158,939,138,256,70,197,69,2304,228,210,103,802,155,881,136,231,63,180,65,98,68,19,24,23,19,36,35,13,11,7,8,40,32,0,11,5,9,13,12,12,17,10,17,9,12,0,11,0,11,9,12,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US12118,12118,ZCTA5 12118,10779,476,709,162,3214,314,3364,299,2246,288,1246,236,9616,470,644,145,2968,283,2965,288,1887,273,1152,237,588,182,24,39,142,79,243,109,158,94,21,26,433,152,41,43,104,69,97,58,175,87,16,16,101,57,0,18,0,18,49,38,6,9,46,42,41,48,0,18,0,18,10,16,20,33,11,16
8600000US12120,12120,ZCTA5 12120,480,108,45,31,237,75,106,38,31,22,61,25,445,108,36,30,225,75,92,35,31,22,61,25,28,26,5,9,9,10,14,17,0,11,0,11,7,9,4,5,3,5,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US12121,12121,ZCTA5 12121,1279,281,55,61,534,177,434,138,151,92,105,61,1262,285,55,61,524,179,427,139,151,92,105,61,10,16,0,11,10,16,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,7,12,0,11,0,11,7,12,0,11,0,11
8600000US12122,12122,ZCTA5 12122,3582,266,462,115,1309,189,1139,154,383,123,289,95,3265,262,440,114,1166,159,1061,156,319,78,279,94,174,93,13,16,52,34,48,28,61,80,0,11,114,52,9,13,62,42,30,20,3,4,10,13,29,33,0,11,29,33,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US12123,12123,ZCTA5 12123,3978,331,236,113,1408,275,1278,213,656,179,400,131,3599,330,184,89,1205,219,1179,209,640,177,391,132,313,172,47,46,192,150,61,42,13,13,0,16,66,43,5,6,11,14,38,38,3,5,9,11,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16
8600000US12124,12124,ZCTA5 12124,566,209,149,144,179,94,108,63,85,67,45,48,565,209,149,144,178,94,108,63,85,67,45,48,1,2,0,11,1,2,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US12125,12125,ZCTA5 12125,1126,201,157,84,360,112,282,98,204,89,123,68,1004,197,141,79,340,110,202,70,198,87,123,68,38,35,0,11,13,20,25,29,0,11,0,11,44,44,0,11,7,11,37,47,0,11,0,11,40,39,16,27,0,11,18,27,6,10,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US12130,12130,ZCTA5 12130,600,279,0,11,133,69,254,131,134,163,79,74,600,279,0,11,133,69,254,131,134,163,79,74,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US12131,12131,ZCTA5 12131,80,25,12,11,34,18,22,11,3,4,9,7,65,24,12,11,24,18,17,9,3,4,9,7,12,15,0,11,7,9,5,7,0,11,0,11,3,4,0,11,3,4,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US12132,12132,ZCTA5 12132,224,115,21,35,73,50,110,64,0,11,20,32,224,115,21,35,73,50,110,64,0,11,20,32,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US12134,12134,ZCTA5 12134,2852,226,207,56,993,124,1073,173,271,64,308,104,2695,228,196,55,929,125,1027,177,253,61,290,102,69,40,1,2,40,32,20,20,0,11,8,8,72,47,10,16,21,21,15,18,18,15,8,11,16,19,0,11,3,4,11,18,0,11,2,3,0,11,0,11,0,11,0,11,0,11,0,11
8600000US12136,12136,ZCTA5 12136,637,161,23,27,133,64,103,52,143,65,235,90,637,161,23,27,133,64,103,52,143,65,235,90,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US12137,12137,ZCTA5 12137,1481,279,154,90,594,150,433,137,137,69,163,94,1358,276,129,81,579,149,385,134,130,68,135,88,16,24,0,11,0,11,16,24,0,11,0,11,107,93,25,37,15,24,32,37,7,10,28,31,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US12138,12138,ZCTA5 12138,2373,213,254,55,752,108,738,140,318,90,311,98,2260,218,250,55,743,106,731,139,255,66,281,95,91,74,4,5,9,15,0,11,57,73,21,18,6,9,0,11,0,11,3,4,0,11,3,4,16,19,0,11,0,11,4,7,6,9,6,9,0,11,0,11,0,11,0,11,0,11,0,11
8600000US12139,12139,ZCTA5 12139,275,141,23,21,201,137,26,16,14,7,11,7,275,141,23,21,201,137,26,16,14,7,11,7,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US12140,12140,ZCTA5 12140,1106,168,80,45,251,88,496,126,116,62,163,84,1007,162,68,42,215,90,467,126,106,62,151,82,52,56,0,11,26,30,14,23,0,11,12,20,15,25,0,11,0,11,15,25,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,32,37,12,19,10,15,0,11,10,17,0,11
8600000US12143,12143,ZCTA5 12143,3303,278,343,100,1481,228,744,166,469,108,266,112,3019,289,343,100,1362,218,631,149,451,109,232,108,187,81,0,11,84,47,74,59,18,21,11,18,74,43,0,11,35,36,34,28,0,11,5,9,23,31,0,11,0,11,5,8,0,11,18,29,0,11,0,11,0,11,0,11,0,11,0,11
8600000US12144,12144,ZCTA5 12144,14493,564,1099,233,3976,501,4530,559,2716,401,2172,331,12388,648,828,201,3439,495,3810,518,2288,337,2023,327,951,297,147,105,185,96,450,234,126,89,43,40,674,232,47,43,199,102,225,131,161,107,42,37,442,245,77,77,153,190,45,39,141,160,26,31,38,42,0,21,0,21,0,21,0,21,38,42
8600000US12147,12147,ZCTA5 12147,409,76,18,13,148,62,88,27,57,24,98,35,388,79,18,13,144,64,74,27,57,24,95,36,14,13,0,11,4,5,7,7,0,11,3,4,7,9,0,11,0,11,7,9,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US12148,12148,ZCTA5 12148,3384,302,89,55,537,170,931,190,762,204,1065,220,3109,289,89,55,494,165,789,160,720,200,1017,219,36,32,0,11,13,18,23,28,0,11,0,11,149,134,0,11,30,35,55,66,42,55,22,26,90,85,0,11,0,11,64,69,0,11,26,31,0,11,0,11,0,11,0,11,0,11,0,11
8600000US12149,12149,ZCTA5 12149,1755,185,220,74,678,110,492,95,208,75,157,50,1548,174,183,59,613,104,419,88,186,69,147,45,175,74,31,34,49,29,63,35,22,22,10,15,24,23,6,10,16,18,2,4,0,11,0,11,8,12,0,11,0,11,8,12,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US12150,12150,ZCTA5 12150,702,291,155,219,232,95,176,84,133,67,6,10,695,292,155,219,225,96,176,84,133,67,6,10,7,11,0,11,7,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US12151,12151,ZCTA5 12151,564,98,30,24,113,42,121,36,181,48,119,38,512,91,30,24,105,39,107,35,156,44,114,38,30,23,0,11,8,13,8,12,14,16,0,11,16,14,0,11,0,11,4,6,7,8,5,6,4,6,0,11,0,11,2,4,2,5,0,11,2,3,0,11,0,11,0,11,2,3,0,11
8600000US12153,12153,ZCTA5 12153,814,220,36,38,236,103,327,153,110,69,105,70,801,219,36,38,236,103,327,153,110,69,92,67,13,22,0,11,0,11,0,11,0,11,13,22,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US12154,12154,ZCTA5 12154,1984,254,208,99,850,185,540,115,274,81,112,49,1792,247,177,91,750,163,516,113,257,78,92,46,72,61,31,39,11,18,8,7,12,18,10,13,115,90,0,11,89,89,11,17,5,7,10,15,5,8,0,11,0,11,5,8,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US12155,12155,ZCTA5 12155,1306,158,101,39,560,103,375,81,179,49,91,36,1224,155,101,39,511,94,358,80,163,49,91,36,37,25,0,11,20,16,12,16,5,7,0,11,42,24,0,11,29,28,5,6,8,8,0,11,3,5,0,11,0,11,0,11,3,5,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US12156,12156,ZCTA5 12156,669,218,85,87,49,45,350,167,62,37,123,88,612,203,85,87,49,45,300,144,62,37,116,87,0,11,0,11,0,11,0,11,0,11,0,11,57,75,0,11,0,11,50,74,0,11,7,10,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
